10.1111/tpj.14781 | Azospirillum lipoferum | drought | maize | "In this context, the research was designed to study the effects of Azospirillum lipoferum strain (Accession no. GQ255950) inoculation on biochemical attributes and growth of maize plant under drought stress." | NO
10.1371/journal.pone.0052565 | Achromobacter piechaudii | drought | pepper | "For example, the ACC deaminase-containing PGPR strain Achromobacter piechaudii ARV8 has been demonstrated to significantly increase the fresh and dry weights of both drought-treated tomato and pepper seedlings, and reduce ethylene production in tomato seedlings exposed to transient water deficit stress [22]." | YES
10.1371/journal.pone.0052565 | Bacillus cereus | drought | Cucumis sativus | "We detected the activity of ACC deaminase in all three BBS constituent strains, Bacillus cereus AR156 (AR156), Bacillus subtilis SM21 (SM21), and Serratia sp. XY21 (XY21), to investigate whether they confer IST to drought stress in cucumber plants by producing ACC deaminase to degrade the ethylene precursor ACC." | NO
10.1371/journal.pone.0052565 | Bacillus subtilis | drought | Cucumis sativus | "We detected the activity of ACC deaminase in all three BBS constituent strains, Bacillus cereus AR156 (AR156), Bacillus subtilis SM21 (SM21), and Serratia sp. XY21 (XY21), to investigate whether they confer IST to drought stress in cucumber plants by producing ACC deaminase to degrade the ethylene precursor ACC." | NO
10.1371/journal.pone.0052565 | Serratia | drought | Cucumis sativus | "We detected the activity of ACC deaminase in all three BBS constituent strains, Bacillus cereus AR156 (AR156), Bacillus subtilis SM21 (SM21), and Serratia sp. XY21 (XY21), to investigate whether they confer IST to drought stress in cucumber plants by producing ACC deaminase to degrade the ethylene precursor ACC." | NO
10.1007/s11104-014-2063-3 | Bacillus amyloliquefaciens | heat | Triticum aestivum | "Wheat (Triticum aestivum) seeds of the cultivars Olivin and Sids1 were treated with Bacillus amyloliquefaciens UCMB5113 or Azospirillum brasilense NO40 and young seedlings tested for management of short term heat stress." | NO
10.1007/s11104-014-2063-3 | Azospirillum brasilense | heat | Triticum aestivum | "Wheat (Triticum aestivum) seeds of the cultivars Olivin and Sids1 were treated with Bacillus amyloliquefaciens UCMB5113 or Azospirillum brasilense NO40 and young seedlings tested for management of short term heat stress." | NO
10.1007/s11104-014-2063-3 | Bacillus amyloliquefaciens | heat | Triticum aestivum | "Two bacterial strains, Bacillus amyloliquefaciens 5113 and Azospirillum brasilense NO40, were tested for their ability to improve heat stress tolerance of wheat." | NO
10.1007/s11104-014-2063-3 | Azospirillum brasilense | heat | Triticum aestivum | "Two bacterial strains, Bacillus amyloliquefaciens 5113 and Azospirillum brasilense NO40, were tested for their ability to improve heat stress tolerance of wheat." | NO
10.1007/s11104-014-2063-3 | Azospirillum | salt | barley | "The Azospirillum NO40 strain is known as a PGPR (Bashan and de-Bashan 2010) that is highly tolerant to osmotic stress, fixes nitrogen and has been shown to control salt stress in barley (Bashan and de-Bashan 2010)." | YES
10.1007/s11104-014-2063-3 | Bacillus amyloliquefaciens | heat | Triticum aestivum | "The groups consisted of B. amyloliquefaciens 5113 treated and heat stressed (12 h at 45 °C) wheat (cv. Olivin), non-inoculated and heated, inoculated and non-challenged, or control (non-inoculated and non-challenged) plants." | NO
10.1007/s11104-014-2063-3 | Bacillus | heat | Triticum aestivum | "Metabolomic analysis was performed in order to study the variation in the metabolites in heat and Bacillus treated wheat plants of the cv. Olivin." | NO
10.1007/s11104-014-2063-3 | Bacillus | heat | Oilseed rape | "The Bacillus strain tested has earlier been shown to provide disease suppression to oilseed rape while the Azospirillum strain provides osmotic stress tolerance to barley and both strains could improve drought tolerance to wheat but these strains had not been tested before for heat stress control of any plant." | NO
10.1007/s11104-014-2063-3 | Bacillus | drought | Oilseed rape | "The Bacillus strain tested has earlier been shown to provide disease suppression to oilseed rape while the Azospirillum strain provides osmotic stress tolerance to barley and both strains could improve drought tolerance to wheat but these strains had not been tested before for heat stress control of any plant." | NO
10.1007/s11104-014-2063-3 | Bacillus | heat | Triticum aestivum | "The Bacillus strain tested has earlier been shown to provide disease suppression to oilseed rape while the Azospirillum strain provides osmotic stress tolerance to barley and both strains could improve drought tolerance to wheat but these strains had not been tested before for heat stress control of any plant." | NO
10.1007/s11104-014-2063-3 | Bacillus | heat | barley | "The Bacillus strain tested has earlier been shown to provide disease suppression to oilseed rape while the Azospirillum strain provides osmotic stress tolerance to barley and both strains could improve drought tolerance to wheat but these strains had not been tested before for heat stress control of any plant." | NO
10.1007/s11104-014-2063-3 | Bacillus | salt | barley | "The Bacillus strain tested has earlier been shown to provide disease suppression to oilseed rape while the Azospirillum strain provides osmotic stress tolerance to barley and both strains could improve drought tolerance to wheat but these strains had not been tested before for heat stress control of any plant." | YES
10.1007/s11104-014-2063-3 | Bacillus | drought | Triticum aestivum | "The Bacillus strain tested has earlier been shown to provide disease suppression to oilseed rape while the Azospirillum strain provides osmotic stress tolerance to barley and both strains could improve drought tolerance to wheat but these strains had not been tested before for heat stress control of any plant." | YES
10.3389/fmicb.2017.02104 | Bacillus subtilis | salt | Cicer arietinum | “IAA-producing B. subtilis NUU4 in combination with Mesorhizobium ciceri IC53 stimulated root and shoot biomass and improved nodule formation in chickpea (Cicer arietinum L.) under salt stress, as compared to uninoculated plants and plants inoculated with Mesorhizobium ciceri IC53 alone (Egamberdieva et al., 2017c) (Figure 2).” | COMB
10.3389/fmicb.2017.02104 | Mesorhizobium ciceri | salt | Cicer arietinum | “IAA-producing B. subtilis NUU4 in combination with Mesorhizobium ciceri IC53 stimulated root and shoot biomass and improved nodule formation in chickpea (Cicer arietinum L.) under salt stress, as compared to uninoculated plants and plants inoculated with Mesorhizobium ciceri IC53 alone (Egamberdieva et al., 2017c) (Figure 2).” | COMB
10.1016/S1002-0160(19)60839-8 | Bacillus amyloliquefaciens | drought | wheat | “Similarly, co-inoculation of Bacillus amyloliquefaciens 5113 and Azospirillum brasilense NO40 to wheat plants increased their tolerance to drought stress by up-regulation of different stress tolerance genes, such as APX1, SAMS1, and HSP17.8 as well as by increasing the enzymatic activity of specific enzymes involved in plant ascorbate-glutathione redox cycle (Kasim et al., 2013). ” | COMB
10.1016/S1002-0160(19)60839-8 | Azospirillum brasilense | drought | wheat | “Similarly, co-inoculation of Bacillus amyloliquefaciens 5113 and Azospirillum brasilense NO40 to wheat plants increased their tolerance to drought stress by up-regulation of different stress tolerance genes, such as APX1, SAMS1, and HSP17.8 as well as by increasing the enzymatic activity of specific enzymes involved in plant ascorbate-glutathione redox cycle (Kasim et al., 2013). ” | COMB
10.1016/S1002-0160(19)60839-8 | Bacillus subtilis | salt | wheat | “In conclusion, they suggested that co-inoculation with Bacillus subtilis and Arthrobacter sp. could alleviate the adverse effects of soil salinity on wheat growth.” | COMB
10.1016/S1002-0160(19)60839-8 | Arthrobacter | salt | wheat | “In conclusion, they suggested that co-inoculation with Bacillus subtilis and Arthrobacter sp. could alleviate the adverse effects of soil salinity on wheat growth.” | COMB
10.1007/s00374-009-0404-9 | Rhizobium | salt | Zea mays | “Bano and Fatima (2009) observed that the salt tolerance in Zea mays inoculated with Rhizobium and Pseudomonas was mediated by the decrease in electrolyte leakage and the increase in proline production and maintenance of water content of leaves with selective uptake of K ions.” | COMB
10.1007/s00374-009-0404-9 | Pseudomonas | salt | Zea mays | “Bano and Fatima (2009) observed that the salt tolerance in Zea mays inoculated with Rhizobium and Pseudomonas was mediated by the decrease in electrolyte leakage and the increase in proline production and maintenance of water content of leaves with selective uptake of K ions.” | COMB
10.1007/s13213-015-1112-3 | Bacillus cereus | drought | cucumber | “Inoculating cucumber plants with BBS (Bacillus cereus AR156, Bacillus subtilis SM21 and Serratia sp. XY21), a consortium of three plant-growth-promoting rhizobacterium strains decreased leaf monodehydroascorbate (MDA) content, and enhanced superoxide dismutase (SOD) activity, leaf proline content and photosynthetic activity in leaves over control under drought stress (Wang et al. 2012).” | COMB
10.1007/s13213-015-1112-3 | Bacillus subtilis | drought | cucumber | “Inoculating cucumber plants with BBS (Bacillus cereus AR156, Bacillus subtilis SM21 and Serratia sp. XY21), a consortium of three plant-growth-promoting rhizobacterium strains decreased leaf monodehydroascorbate (MDA) content, and enhanced superoxide dismutase (SOD) activity, leaf proline content and photosynthetic activity in leaves over control under drought stress (Wang et al. 2012).” | COMB
10.1007/s13213-015-1112-3 | Serratia | drought | cucumber | “Inoculating cucumber plants with BBS (Bacillus cereus AR156, Bacillus subtilis SM21 and Serratia sp. XY21), a consortium of three plant-growth-promoting rhizobacterium strains decreased leaf monodehydroascorbate (MDA) content, and enhanced superoxide dismutase (SOD) activity, leaf proline content and photosynthetic activity in leaves over control under drought stress (Wang et al. 2012).” | COMB
10.1007/s13213-015-1112-3 | Rhizobium tropici | drought | Phaseolus vulgaris | “Co-inoculation of Rhizobium tropici and Paenibacillus polymyxa (overexpressing a trehalose-6-phosphate synthase gene) increased plant growth and nodulation of Phaseolus vulgaris L. submitted to 3 weeks of drought stress, compared with plants inoculated with Rhizobium alone (Figueiredo et al. 2008).” | COMB
10.1007/s13213-015-1112-3 | Paenibacillus polymyxa | drought | Phaseolus vulgaris | “Co-inoculation of Rhizobium tropici and Paenibacillus polymyxa (overexpressing a trehalose-6-phosphate synthase gene) increased plant growth and nodulation of Phaseolus vulgaris L. submitted to 3 weeks of drought stress, compared with plants inoculated with Rhizobium alone (Figueiredo et al. 2008).” | COMB
10.1016/j.apsoil.2008.04.005 | Paenibacillus polymyxa | drought | Phaseolus vulgaris | “Alleviation of drought stress in the common bean (Phaseolus vulgaris L.) by co-inoculation with Paenibacillus polymyxa and Rhizobium tropici” | COMB
10.1016/j.apsoil.2008.04.005 | Rhizobium tropici | drought | Phaseolus vulgaris | “Alleviation of drought stress in the common bean (Phaseolus vulgaris L.) by co-inoculation with Paenibacillus polymyxa and Rhizobium tropici” | COMB
10.1071/FP11173 | Azospirillum brasilense | salt | Capsicum annuum | “This paper demonstrates that the combination of Azospirillum brasilense and Pantoea dispersa in sweet pepper plants is able to partly ameliorate the effects of saline stress on growth.” | COMB
10.1071/FP11173 | Pantoea dispersa | salt | Capsicum annuum | “This paper demonstrates that the combination of Azospirillum brasilense and Pantoea dispersa in sweet pepper plants is able to partly ameliorate the effects of saline stress on growth.” | COMB
10.1371/journal.pone.0052565 | Rhizobium tropici | drought | Phaseolus vulgaris | “For instance, co-inoculation of the common bean (Phaseolus vulgaris L.) with Rhizobium tropici (CIAT 899) and the two Paenibacillus strains Paenibacillus polymyxa (DSM 36) and Paenibacillus polymyxa Loutit (L) more effectively alleviated the deleterious effects of drought stress on plant growth, nitrogen content, and nodulation than inoculation with R. tropici (CIAT 899) alone [28].” | COMB
