label	text	microorganism	stress	plant	id
1	In plants colonized by Curvularia protuberata that is infected with Curvularia thermal tolerance virus, imposition of <e2>heat</e2> stress increased the expression levels of genes encoding trehalose phosphatase, betaine aldehyde dehydrogenase, taurine catabolism dioxygenase, and scytalone dehydratase -REF-, while an endophytic <e1>Thermomyces</e1> strain induced the expression of phenylalanine ammonia-lyase in <e3>cucumber</e3> under <e2>heat</e2> stress -REF-.	Thermomyces	heat	cucumber	8828500
1	2020 showed that <e1>Azospirillum brasilense</e1> and Bacillus species could enhance the level of enzymatic ascorbate peroxidase and superoxide dismutase and non-enzymatic chlorogenic acid, gallic acid, rutin, and synapic acid compounds in the seedlings of two Neotropical tree species Cecropia pachystachya and <e3>Cariniana estrellensis</e3> to the end of mitigating <e2>drought</e2> stress -REF-.	Azospirillum brasilense	drought	Cariniana estrellensis	9030523
0	Conclusions In conclusion, this study demonstrated a significant plant-growth-promoting effect of <e1>Pseudomonas putida</e1> SJ46 and SJ04 VOCs on <e3>Mentha piperita</e3> under severe <e2>salt</e2> stress conditions.	Pseudomonas putida	salt	Mentha piperita	10097229
1	Additionally, the application of <e1>Variovorax paradoxus</e1> 5C-2 to <e3>pea</e3> plants under <e2>salinity</e2> enhanced ion homeostasis by increasing K+ uptake, decreasing Na+ accumulation, and enhancing K+/Na+ ratio, leading to enhanced growth and <e2>salinity</e2> tolerance compared to uninoculated plants -REF-.	Variovorax paradoxus	salinity	pea	11284086
0	The relative abundance of <e1>Marmoricola</e1>, Streptomyces, Sideroxydans and Candidatus_Solibacter was greater under <e2>drought</e2> for both <e3>rice</e3> genotypes, while that of Anaeromyxobacter was lower in the <e2>drought</e2> treatment Fig.	Marmoricola	drought	rice	10090257
1	In a similar study, improved root growth and enhanced nutrient use efficiency by <e3>Zea mays</e3> plants grown in soil inoculated with drought-tolerant Pseudomonas fluorescens S3X or <e1>Cupriavidus necator</e1> 1C2 under <e2>water deficit</e2> conditions has been reported -REF-.	Cupriavidus necator	water deficit	Zea mays	8614786
0	For example, co-inoculation of a <e3>common bean</e3> with <e1>Rhizobium</e1> tropici and two strains of Paenibacillus polymyxa more effectively increased nitrogen content and promoted plant growth than inoculation with <e1>Rhizobium</e1> only especially in drought conditions -REF-.	Rhizobium	High temperature	common bean	9694901
1	-REF- have revealed that the inoculation of <e3>Hyoscyamus niger</e3> plants with rhizobacterial strains Pseudomonas fluorescens and <e1>Pseudomonas putida</e1> remarkably improved the production of tropane alkaloid in plants under <e2>water deficit</e2> stress, resulting in contributing to their stress resistance.	Pseudomonas putida	water deficit	Hyoscyamus niger	9495777
0	Also, insertion of gene MYB49 lead to increased POD, SOD activity, chlorophyll content offering better resistance to <e2>drought</e2>, salinity and pathogen <e1>Phytophthora infestans</e1> in <e3>tomato</e3> -REF-.	Phytophthora infestans	drought	tomato	9923114
0	Inoculation with Bacillus cereus, Pseudomonas spp., Serratia liquefaciens, Pseudomonas fluorescens, Pseudomonas putida, and <e1>Bacillus tequilensis</e1> SSB07 has alleviated <e2>heat</e2> stress in several crops like tomato, pigeon pea wheat and <e3>soybean</e3> -REF-.	Bacillus tequilensis	heat	soybean	10374332
1	Different Rhizobium species such as R. strain R1, <e1>Rhizobium tropici</e1> R2, R. cellulosilyticum R3, Rhizobium taibaishanense R4, and Ensifer meliloti R5 strains that were isolated from the rhizosphere of Bambara groundnut plants to enhanced seed germination of <e3>soybean</e3> PAN 1532 R plants when exposed to <e2>drought</e2>.	Rhizobium tropici	drought	soybean	9706007
1	Similarly, transcriptomic analysis of <e3>Arabidopsis thaliana</e3> inoculated with endophytic <e1>Arthrobacter endophyticus</e1> SYSU 333322 and Nocardiopsis alba SYSU 333140 indicated that both strains were involved in enhancing <e2>salt</e2> stress ability -REF-.	Arthrobacter endophyticus	salt	Arabidopsis thaliana	9658302
1	When <e1>Dietzia natronolimnaea</e1> was inoculated into wheat <e3>Triticum aestivum</e3>, it was observed that the ABA-signaling cascade genes, ion transporters, <e2>salt</e2> overly sensitive SOS pathway, and antioxidant enzymes upregulated -REF-.	Dietzia natronolimnaea	salt	Triticum aestivum	11157439
1	Previously, we showed that <e1>Bacillus velezensis</e1> UCMB5113 was able to improve <e3>wheat</e3> tolerance against heat, <e2>cold</e2> and drought stress conditions -REF-, -REF-, -REF-.	Bacillus velezensis	cold	wheat	6841942
1	Trichoderma harzianum, Trichoderma virens, <e1>Trichoderma atroviride</e1>, Trichoderma asperelloides, Trichoderma longibrachiatum, Trichoderma yunnanense, and Trichoderma afroharzianum have shown the ability to promote seed germination and plant growth of Arabidopsis up to 100 mM NaCl -REF-, cucumber up to 200 mM NaCl -REF-, wheat up to 200 mM NaCl -REF- and <e3>barley</e3> up to 200 mM NaCl -REF- under <e2>salt</e2> stress -REF-.	Trichoderma atroviride	salt	barley	9712829
0	Interestingly, colonization of EPS-producing <e1>Pantoea</e1> aglomerans NAS206 appears to increase at the rhizoplane and in root-adhering soil RAS but not in bulk soil and under relatively dry conditions in <e3>wheat</e3> plants -REF-, indicating the importance of EPS in root colonization and <e2>drought</e2> stress.	Pantoea	drought	wheat	8225083
0	Inoculation with Bacillus cereus, Pseudomonas spp., Serratia liquefaciens, Pseudomonas fluorescens, <e1>Pseudomonas putida</e1>, and Bacillus tequilensis SSB07 has alleviated <e2>heat</e2> stress in several crops like <e3>tomato</e3>, pigeon pea wheat and soybean -REF-.	Pseudomonas putida	heat	tomato	10374332
0	Evaluation of the impact of <e2>salt</e2> stress on <e3>groundnut</e3> growth and rhizosphere microbial community structure demonstrated that the <e1>Actinobacteria</e1> number decreased after <e2>salt</e2> treatment -REF-.	Actinobacteria	salt	groundnut	9658302
0	Discussion In our previous work, by comparing the effects of seven mycorrhizal species Rhizophagus irregularis, <e1>Funneliformis mosseae</e1>, Funneliformis geosporum, Funneliformis verruculosum, Funneliformis coronatum, Septoglomus deserticola, Septoglomus constrictum, we found that Septoglomus constrictum effectively enhanced <e3>tomato</e3> tolerance to <e2>drought</e2> and heat stress -REF-.	Funneliformis mosseae	drought	tomato	11359853
1	In addition, the treatment of <e3>tomato</e3> and pepper plants with ACC-deaminase producing <e1>Achromobacter piechaudii</e1> stimulates plant growth during <e2>water stress</e2>, contributing to larger plant size -REF-.	Achromobacter piechaudii	water stress	tomato	7308537
1	For instance, inoculation of <e3>wheat</e3> plants by Burkholderia phytofirmans -REF-., Bacillus safensis and <e1>Ochrobactrum</e1> pseudogregnonense -REF- enhance <e2>drought</e2> tolerance by improving photosynthetic activity, soil moisture, and nutrient and water absorption, antioxidant activity.	Ochrobactrum	drought	wheat	10520250
0	Similarly, modulation in expression of <e2>heat</e2> shock proteins HSPs was noticed in <e3>wheat</e3> seeds primed with <e1>Bacillus safensis</e1>.	Bacillus safensis	heat	wheat	9923114
1	Some PGPR strains such as <e1>Paenibacillus polymyxa</e1>, Acetobacter calcoaceticus, Pseudomonas putida, and Pseudomonas fluorescens enhanced the <e2>drought</e2> stress tolerance in <e3>acacia</e3> under greenhouse conditions.	Paenibacillus polymyxa	drought	acacia	7646561
1	In <e2>drought-stressed</e2> plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, <e1>Azospirillum brasilense</e1>, Pseudomonas sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the drought tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, wheat -REF- and <e3>maize</e3> -REF- plants.	Azospirillum brasilense	drought-stressed	maize	9415082
0	Similarly, co-inoculation of <e3>soybean</e3> with Bradyrhizobium japonicum and <e1>Bacillus subtilis</e1>, which is well-known for increasing EPS production, alleviated the effects of <e2>salinity</e2> stress by EPS-mediated sodium uptake restriction; while co-inoculation with Serratia proteomaculans was less efficient, indicating the importance of EPS production level and nature -REF-.	Bacillus subtilis	salinity	soybean	8225083
1	For example, the bacterial endophyte <e1>Bacillus subtilis</e1> has been reported to enhance <e2>salinity</e2> tolerance in <e3>Arabidopsis</e3> by simultaneously downregulating high-affinity K+ transporter 1 HKT1 expression in roots and upregulating it in shoots.	Bacillus subtilis	salinity	Arabidopsis	9600683
0	Some examples of HAS species that confer resistance to <e2>Salt</e2> stress in plants are the halophilic bacteria Stenotrophomonas rhizophila, which inhabits the halophyte Lygeum spartum that is native to the desert environments of Algeria; <e1>Bacillus atrophaeus</e1>, which is an endophyte of the halophytes Suaeda mollis and <e3>Salsola tetrandra</e3> that are native to Algeria <e2>Salt</e2> Lakes; Jejubacter calystegiae, which is found in the halophyte Calystegia soldanella that is found on sandy beaches in South Korea; and many fungus-like microorganisms like Neocamarosporium chichastianum, N. goegapense, and Periconia macropinosa, which has been isolated from the desert halophyte Seidlitzia osmarinus collected at Hoz-e Soltan <e2>Salt</e2> Lake in Iran -REF-; -REF-; -REF-; -REF-.	Bacillus atrophaeus	Salt	Salsola tetrandra	9393590
1	Increased production of strigolactones has been reported in lettuce and <e3>tomato</e3> plants under <e2>drought</e2> in the presence of <e1>Rhodomonas</e1> irregularis, indicating that AMF symbiosis induces striglolactones biosynthesis -REF-.	Rhodomonas	drought	tomato	8071382
1	<e1>Streptococcus sciuri</e1> Protected Tomato and <e3>Rice</e3> Plants From <e2>salinity</e2> Injury Plants experiencing <e2>salinity</e2> stress downregulate and shut down photosynthesis mainly due to stomatal closure -REF-; -REF-.	Streptococcus sciuri	salinity	Rice	7820118
0	Similarly, the fungus <e1>Fusarium culmorum</e1>, isolated from the coastal dune grass Leymus mollis, confers <e2>salt</e2> tolerance ranging from 300–500 mM NaCl in tomato -REF-, while Penicillium minioluteum confers salinity stress resistance in soybeans <e3>Glycine max</e3> -REF-.	Fusarium culmorum	salt	Glycine max	7411952
0	Inoculation with Bacillus cereus, Pseudomonas spp., <e1>Serratia liquefaciens</e1>, Pseudomonas fluorescens, Pseudomonas putida, and Bacillus tequilensis SSB07 has alleviated <e2>heat</e2> stress in several crops like tomato, pigeon pea wheat and <e3>soybean</e3> -REF-.	Serratia liquefaciens	heat	soybean	10374332
1	Moreover, PGPR <e1>Azospirillum lipoferum</e1> and Azotobacter chroococcum increased the K+ level of <e3>maize</e3> plants under <e2>salt</e2> stress, maintained the K+/Na+ ratio, and reduced the Na+ level -REF-.	Azospirillum lipoferum	salt	maize	9121094
1	In <e2>drought</e2>-stressed plants, it has been shown that PGPR such as Paenibacillus polymyxa, Achromobacter piechaudi, Azospirillum brasilense, <e1>Pseudomonas</e1> sp., Burkholderia, Arthrobacter, Microccocus luteus, and Bacillus enhanced the <e2>drought</e2> tolerance of Arabidopsis thaliana -REF-, pepper, tomato -REF-, -REF-, <e3>wheat</e3> -REF- and maize -REF- plants.	Pseudomonas	drought	wheat	9415082
0	The main goal was to explore the extent of damage inflicted on <e3>rice</e3> exposed to salinity stress and to determine whether the presence of the endophytic PGPR, Bacillus subtilis and <e1>Bacillus aryabhattai</e1>, and the epiphytic PGPR, <e1>Bacillus aryabhattai</e1>, can mitigate oxidative damage in <e3>rice</e3> under <e2>salt</e2> stress conditions.	Bacillus aryabhattai	salt	rice	11208634
1	<e1>Actinobacteria</e1> have been reported to promote plant growth under <e2>salt</e2> stress in tomato -REF-, -REF-, -REF-, -REF-, <e3>soybean</e3> -REF-, -REF-, wheat -REF-, -REF-, alfalfa -REF-, and dwarf glasswort -REF-.	Actinobacteria	salt	soybean	8869415
1	We demonstrated that the individual and combined inoculation of <e3>rice</e3> with Pseudomonas fluorescens and <e1>Trichoderma asperellum</e1> T42 have contributed to strengthen intrinsic mechanisms in <e3>rice</e3> plants, thereby offering protective support against <e2>drought</e2>.	Trichoderma asperellum	drought	rice	7076003
0	Similarly, the fungus Fusarium culmorum, isolated from the coastal dune grass Leymus mollis, confers <e2>salt</e2> tolerance ranging from 300–500 mM NaCl in <e3>tomato</e3> -REF-, while <e1>Penicillium minioluteum</e1> confers salinity stress resistance in soybeans Glycine max -REF-.	Penicillium minioluteum	salt	tomato	7411952
1	Together, these results indicate that the EPSs that are secreted by <e1>Pantoea alhagi</e1> NX-11 can effectively increase the K+/Na+ ratio and remove ROS by increasing the proline content, enhancing the activities of SOD, POD, and CAT, and reducing the MDA content, alleviating the damage caused by <e2>salt</e2> stress to <e3>rice</e3> seedlings.	Pantoea alhagi	salt	rice	6987256
1	-REF- investigated the effects of AMF species, viz., <e1>Glomus etunicatum</e1>, Glomus intraradices, and Glomus mosseae able to mitigate the <e2>salinity</e2> effects on growth and yield of <e3>Cucumis sativus</e3> L. Another report on AMF species Claroideoglomus etunicatum formerly <e1>Glomus etunicatum</e1>, Funneliformis mosseae, and Rhizophagus irregularis had proven <e2>salinity</e2> mitigation ability in genotypes of wheat -REF-.	Glomus etunicatum	salinity	Cucumis sativus	9815931
0	Similarly, the fungus Fusarium culmorum, isolated from the coastal dune grass <e3>Leymus mollis</e3>, confers <e2>salt</e2> tolerance ranging from 300–500 mM NaCl in tomato -REF-, while <e1>Penicillium minioluteum</e1> confers salinity stress resistance in soybeans Glycine max -REF-.	Penicillium minioluteum	salt	Leymus mollis	7411952
0	Pantoea and <e1>Pseudomonas</e1> were more prevalent under rainfed conditions RF comprising 43.8% and 26.8% of isolates, respectively, rather than 12.6% and 9.5% of isolates from <e2>drought</e2> conditions DT.Figure 1Bacteria isolated from the seeds a of <e2>drought</e2> tolerant lines DTO and <e2>drought</e2> susceptible lines DSU and b from <e3>wheat</e3> under either <e2>drought</e2> DT and rainfed conditions RF.	Pseudomonas	drought	wheat	8184954
